rep,X1,X2,X3,X4,X5,Tr,Y,ite
0,2.462114209941806,1.1273941241857504,1.104275559946216,0.8552805469030329,2.287304539924135,0.0,6.467163649010381,8.143739160399662
0,0.1002937711370355,0.06460911364855834,-0.41743701881008255,0.6057374651519354,0.9720800364432388,0.0,0.3523036125800796,2.5832525980014918
0,-1.5662180692309233,1.8859598000429745,0.9325272124927446,1.2761655927028137,0.07928940128974446,1.0,1.7483924926306962,-0.054156136629954776
0,0.4676986531405881,-1.6939768816918253,-0.36098601573945055,1.4223525381647033,1.0106333096987807,0.0,4.643244774651788,1.5661391166113825
0,0.8687230853103203,1.3855925283799064,1.1689558464907033,0.29874195265556885,2.187198137197633,1.0,10.95357978774169,5.549414867672837
0,0.35023449196459666,0.4261397947826965,-1.1267009338722178,0.8231124350603599,1.4989205094335307,0.0,1.4073823097776725,2.564743199507549
0,-0.3129794148211301,1.9392157129219028,2.578774083034298,0.80047710429035,-0.3301380840566671,1.0,8.725450425190452,1.8849855398624062
0,1.3500192666611266,-0.8464129474858255,0.11593721115279856,-1.0593120903618283,-0.16545770787396308,0.0,2.794229852411717,0.5479998855612611
0,1.0269473046875583,1.363393240086642,0.7960139858440406,0.030466900576279682,0.6579889086359945,0.0,2.1277342401932016,5.037098741621656
0,0.8563427101530717,0.6335882335161143,1.063326076364477,1.4760271987704212,0.04129471884369865,1.0,10.756704169076738,4.063825995952644
0,1.439064204480143,0.8916093062104246,0.031036154283244438,0.6247922964202393,1.3949895902850264,1.0,7.054349875753773,5.473347230010615
0,-0.07396006078648532,0.1958902765762976,0.4852326321123856,1.4580610924457855,1.1666405511984728,0.0,5.012365103622753,3.4860106591459137
0,0.7730217387560376,0.1401219576077138,0.8865841515109628,-0.6211124230237018,-0.27039407492408574,0.0,0.8291157760604202,2.194490703045018
0,-0.06165726488215689,-2.1026097514950397,-0.3633566418090163,-0.9419737802951993,0.5528066973121928,1.0,0.5516073456513135,0.6059548908953729
0,0.3856310143577164,0.13657737984385881,-1.5520084631362918,-0.2766801592307184,0.2655106805250482,0.0,0.8417402447881307,0.550970458083442
0,0.1822805637653655,1.0241285524490467,1.07388300381969,-0.9842648703767283,0.9102715997787804,0.0,3.3008102356759275,2.7665425997215682
